text,label
"graphic sex may be what 's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake",pos
"a sour little movie at its core an exploration of the emptiness that underlay the relentless gaiety of the 1920 's the film 's ending has a what was it all for \? feeling to it , but like the 1920 's , the trip there is a great deal of fun",pos
"has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original if i want music , i 'll buy the soundtrack if i want a real movie , i 'll buy the criterion dvd",neg
"dong shows how intolerance has the power to deform families , then tear them apart",pos
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work,pos
"the screenplay by james eric , james horton and director peter o'fallon is so pat it makes your teeth hurt",neg
it 's just a little too self satisfied,neg
"johnnie to and wai ka fai are sure to find an enthusiastic audience among american action adventure buffs , but the film 's interests may be too narrow to attract crossover viewers",neg
you should pay nine bucks for this because you can hear about suffering afghan refugees on the news and still be unaffected dramas like this make it human,pos
it turns out to be smarter and more diabolical than you could have guessed at the beginning,pos
the plot is romantic comedy boilerplate from start to finish,neg
'de niro is a veritable source of sincere passion that this hollywood contrivance orbits around ',pos
wise and elegiac,pos
"the film 's strength is n't in its details , but in the larger picture it paints of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media soaked fears",pos
"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them",neg
"gra as s intera es entre seus personagens , o filme torna se n o apenas uma hist ria divertida sobre uma curiosa persegui o , mas tamb m um belo estudo de personagens",pos
that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing that he has been able to share his story so compellingly with us is a minor miracle,pos
a chiller resolutely without chills,neg
"like the full monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll",pos
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false",neg
"it 's not only dull because we 've seen eddie murphy do the genial rogue shtick to death , but because the plot is equally hackneyed",neg
a movie that at its best does n't just make the most out of its characters' flaws but insists on the virtue of imperfection,pos
where the film falters is in its tone,neg
the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses,pos
"the movie turns out to be assayas' homage to the gallic 'tradition of quality , ' in all its fusty squareness",neg
"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky",neg
"pretty much sucks , but has a funny moment or two",neg
it is hard not to be especially grateful for freedom after a film like this,pos
"it 's a clear eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties",pos
everything that was right about blade is wrong in its sequel,neg
"beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images",pos
it 's a stunning lyrical work of considerable force and truth,pos
"it might be tempting to regard mr andrew and his collaborators as oddballs , but mr earnhart 's quizzical , charming movie allows us to see them , finally , as artists",pos
a boring parade of talking heads and technical gibberish that will do little to advance the linux cause,neg
while much of the cast has charm especially allodi and nolden the performers are sunk by the film 's primitive approach to the mechanics of comedy,neg
"the action is reasonably well done yet story , character and comedy bits are too ragged to ever fit smoothly together",neg
"the same tired old gags , modernized for the extreme sports generation there 's already been too many of these films",neg
"gee , a second assassin shot kennedy \? moot point",neg
"it 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it",neg
the humor and humanity of monsoon wedding are in perfect balance,pos
"tries to parody a genre that 's already a joke in the united states the movie is the equivalent of french hip hop , which also seems to play on a 10 year delay",neg
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast paced comedy with quirks that might make the award winning coen brothers envious",pos
mostly martha could have used a little trimming 10 or 15 minutes could be cut and no one would notice but it 's a pleasurable trifle the only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub,pos
"not a bad premise , but the execution is lackluster at best",neg
"while the production details are lavish , film has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation",neg
"it 's a loathsome movie , it really is and it makes absolutely no sense",neg
gondry 's direction is adequate but what gives human nature its unique feel is kaufman 's script,pos
"proof once again that if the filmmakers just follow the books , they ca n't go wrong better effects , better acting and a hilarious kenneth branagh an excellent sequel",pos
"you wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all",pos
cho 's fans are sure to be entertained it 's only fair in the interest of full disclosure to say that on the basis of this film alone i'm not one of them,neg
shows moments of promise but ultimately succumbs to cliches and pat storytelling,neg
"it may sound like a mere disease of the week tv movie , but a song for martin is made infinitely more wrenching by the performances of real life spouses seldahl and wollter",pos
"a film of empty , fetishistic violence in which murder is casual and fun",neg
"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation",neg
a chilling movie without oppressive gore,pos
"a droll , bitchy frolic which pokes fun at the price of popularity and small town pretension in the lone star state",pos
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it",pos
it 's fairly solid not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark,pos
"like leon , it 's frustrating and still oddly likable",pos
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for",neg
"smart science fiction for grown ups , with only a few false steps along the way",pos
thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer,pos
"it 's played in the most straight faced fashion , with little humor to lighten things up the heavy handed film is almost laughable as a consequence",neg
"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie despite its myriad flaws",pos
the recording session is the only part of the film that is enlightening and how appreciative you are of this depends on your level of fandom,pos
harmless fun,pos
the title 's lameness should clue you in on how bad the movie is,neg
"the most wondrous love story in years , it is a great film",pos
"some elements of it really blow the big one , but other parts are decent",neg
"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive",neg
the picture emerges as a surprisingly anemic disappointment,neg
"this charming , thought provoking new york fest of life and love has its rewards",pos
"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they do n't make movies like they used to anymore '",pos
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better",pos
i 'll bet the video game is a lot more fun than the film,neg
absorbing and disturbing perhaps more disturbing than originally intended but a little clarity would have gone a long way,pos
"it does n't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that",neg
abysmally pathetic,neg
"complete lack of originality , cleverness or even visible effort",neg
polanski has found the perfect material with which to address his own world war ii experience in his signature style,pos
"there is a real subject here , and it is handled with intelligence and care",pos
"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted other",pos
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen",neg
"anyone not into high tech splatterfests is advised to take the warning literally , and log on to something more user friendly",neg
"cold , nervy and memorable",pos
a life size reenactment of those jack chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire,pos
"this is a children 's film in the truest sense it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",neg
"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten make that three minutes",neg
"what is captured during the conceptual process does n't add up to a sufficient explanation of what the final dance work , the selection , became in its final form",neg
what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy,neg
"it 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary",neg
"a thoroughly engaging , surprisingly touching british comedy",pos
"a fast paced , glitzy but extremely silly piece",neg
compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children,pos
queen of the damned is too long with too little going on,neg
it 's one thing to read about or rail against the ongoing and unprecedented construction project going on over our heads it 's quite another to feel physically caught up in the process,pos
"greengrass has delivered an undoubted stylistic tour de force , and has managed elements such as sound and cinematography with skill",pos
one of the most ingenious and entertaining thrillers i 've seen in quite a long time,pos
equilibrium is what george orwell might have imagined had today 's mood altering drug therapy been envisioned by chemists in 1949,pos
"there are weird resonances between actor and role here , and they 're not exactly flattering",neg
"when your leading ladies are a couple of screen eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily",pos
"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang raped \? i did n't think so",neg
"an unremarkable , modern action comedy buddy movie whose only nod to nostalgia is in the title",neg
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect",pos
"on the surface , it 's a lovers on the run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique",pos
"that zhang would make such a strainingly cute film with a blind orphan at its center , no less indicates where his ambitions have wandered",neg
hollywood ending is the most disappointing woody allen movie ever he has a great cast and a great idea but the execution is a flop with the exception of about six gags that really work,neg
the experience of going to a film festival is a rewarding one the experiencing of sampling one through this movie is not,neg
the actors are forced to grapple with hazy motivations that never come into focus,neg
collapses after 30 minutes into a slap happy series of adolescent violence,neg
"the performances are strong , though the subject matter demands acting that borders on hammy at times",pos
a movie like the guys is why film criticism can be considered work,neg
gibney and jarecki just want to string the bastard up,neg
oliveira seems to pursue silent film representation with every mournful composition,pos
"the picture seems uncertain whether it wants to be an acidic all male all about eve or a lush , swooning melodrama in the intermezzo strain",neg
"like all abstract art , the film does not make this statement in an easily accessible way , and unless prewarned it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all",neg
"my big fat greek wedding is not only the best date movie of the year , it 's also a dare i say it twice delightfully charming and totally american , i might add slice of comedic bliss",pos
"in the end , punch drunk love is one of those films that i wanted to like much more than i actually did sometimes , that 's enough",pos
"skillful as he is , mr shyamalan is undone by his pretensions",neg
if you 're a fan of the series you 'll love it and probably want to see it twice i will be,pos
the lousy john q all but spits out denzel washington 's fine performance in the title role,neg
"even as lame horror flicks go , this is lame",neg
"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances",neg
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously",neg
the cat 's meow marks a return to form for director peter bogdanovich,pos
"stuffy , full of itself , morally ambiguous and nothing to shout about",neg
"an overstylized , pur ed m lange of sex , psychology , drugs and philosophy sometimes entertaining , sometimes indulgent but never less than pure wankery",neg
"by the standards of knucklehead swill , the hot chick is pretty damned funny",pos
a listless sci fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect,neg
"as an actor 's showcase , hart 's war has much to recommend it , even if the top billed willis is not the most impressive player as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired",neg
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long",neg
a chaotic panorama that 's too busy flying a lot of metaphoric flags,neg
there are films that try the patience of even the most cinema besotted critic and this was one of them,neg
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us,pos
"the result is a gaudy bag of stale candy , something from a halloween that died",neg
"happily , some things are immune to the folly of changing taste and attitude for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet",pos
"a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know",pos
"blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci fi and anime into one big bloody stew",pos
too bland and fustily tasteful to be truly prurient,neg
a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives,pos
"the format gets used best to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone crushing screwups",pos
"the principals in this cast are all fine , but bishop and stevenson are standouts",pos
"the film is surprisingly well directed by brett ratner , who keeps things moving well at least until the problematic third act",neg
"a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy",pos
a technical triumph and an extraordinary bore,neg
"leaves you with a knot in your stomach , its power is undercut by its own head banging obviousness",neg
this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies,pos
"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time",pos
"upsetting and thought provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them",pos
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick,neg
"holy mad maniac in a mask , splat man ! good old fashioned slash and hack is back !",pos
the film 's needlessly opaque intro takes its doe eyed crudup out of pre 9 11 new york and onto a cross country road trip of the homeric kind,neg
"been there , done that , liked it much better the first time around when it was called the professional",neg
it 's a masterpiece,pos
waydowntown manages to nail the spirit crushing ennui of denuded urban living without giving in to it,pos
it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit so i just did,neg
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,neg
"hollywood ending is not show stoppingly hilarious , but scathingly witty nonetheless",pos
sacrifices the value of its wealth of archival foot age with its less than objective stance,neg
blithely anachronistic and slyly achronological,pos
tackles the difficult subject of grief and loss with such life embracing spirit that the theme does n't drag an audience down,pos
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn stamos",neg
predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king,neg
told just proficiently enough to trounce its overly comfortable trappings,pos
an inviting piece of film,pos
"although it includes a fair share of dumb drug jokes and predictable slapstick , orange county is far funnier than it would seem to have any right to be",pos
narc can only remind us of brilliant crime dramas without becoming one itself,neg
"williams plays sy , another of his open faced , smiling madmen , like the killer in insomnia he does this so well you do n't have the slightest difficulty accepting him in the role",pos
contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii,pos
not even the hanson brothers can save it,neg
"it 's got its heart in the right place , but it also wilts after awhile",neg
really horrible drek,neg
there is so much plodding sensitivity,neg
"weighted down with slow , uninvolving storytelling and flat acting",neg
"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness",neg
"the problem is that for the most part , the film is deadly dull",neg
"safe conduct , however ambitious and well intentioned , fails to hit the entertainment bull 's eye",neg
"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st louis rams in the super bowl , waits until after halftime to get started",neg
"at its best , this is grand scale moviemaking for a larger than life figure , an artist who has been awarded mythic status in contemporary culture",pos
"watching austin powers in goldmember is like binging on cotton candy it 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied",neg
"director elie chouraqui , who co wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear jerking demands of soap opera \?",neg
tsai ming liang 's ghosts are painfully aware of their not being,pos
"like its bizarre heroine , it irrigates our souls",pos
"this english language version does full honor to miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters",pos
"qutting may be a flawed film , but it is nothing if not sincere",pos
serious and thoughtful,pos
"with more character development this might have been an eerie thriller with better payoffs , it could have been a thinking man 's monster movie",neg
"whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors",neg
"an unencouraging threefold expansion on the former mtv series , accompanying the stunt hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc",neg
"as is often the case with ambitious , eager first time filmmakers , mr murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold",neg
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood curdling family intensity on one continuum",pos
"more vaudeville show than well constructed narrative , but on those terms it 's inoffensive and actually rather sweet",pos
narc is all menace and atmosphere,neg
a portrait of hell so shattering it 's impossible to shake,pos
"a dim witted and lazy spin off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring",neg
"downbeat , period perfect biopic hammers home a heavy handed moralistic message",neg
a glib but bouncy bit of sixties style slickness in which the hero might wind up caught but the audience gets pure escapism,pos
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness",neg
it would take a complete moron to foul up a screen adaptation of oscar wilde 's classic satire,pos
"frustratingly , dridi tells us nothing about el gallo other than what emerges through his music",neg
kapur weighs down the tale with bogus profundities,neg
a soap opera quality twist in the last 20 minutes almost puts the kibosh on what is otherwise a sumptuous work of b movie imagination,pos
julia is played with exasperating blandness by laura regan,neg
"displaying about equal amounts of naivet , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential",pos
i was sent a copyof this film to review on dvd for free i still want my money back,neg
the movie is ingenious fun see it,pos
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another",pos
'barbershop is a good hearted ensemble comedy with a variety of quirky characters and an engaging story,pos
"while bollywood hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those \( like me \) who are n't",pos
changing lanes is an anomaly for a hollywood movie it 's a well written and occasionally challenging social drama that actually has something interesting to say,pos
it 's refreshing to see a movie that embraces its old fashioned themes and in the process comes out looking like something wholly original,pos
cacoyannis is perhaps too effective in creating an atmosphere of dust caked stagnation and labored gentility,neg
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,neg
plays like the old disease of the week small screen melodramas,neg
"is not so much a work of entertainment as it is a unique , well crafted psychological study of grief",pos
"a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy",pos
offers a guilt free trip into feel good territory,pos
the symbols float like butterflies and the spinning styx sting like bees i wanted more,pos
"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film",pos
a very charming and funny movie,pos
"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces that raise the bar on stylized screen violence",neg
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers,pos
pray 's film works well and will appeal even to those who are n't too familiar with turntablism,pos
"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise",pos
"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations",neg
raimi crafted a complicated hero who is a welcome relief from the usual two dimensional offerings,pos
"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters' suffering",pos
"evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn",pos
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal",pos
"blessed with a searing lead performance by ryan gosling \( murder by numbers \) , the movie is powerful and provocative it 's also built on a faulty premise , one it follows into melodrama and silliness",neg
"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub sophomoric sexual banter",neg
"i did n't find much fascination in the swinging what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge but that they are doing it is thought provoking",neg
it 's just hard to believe that a life like this can sound so dull,neg
another in your face wallow in the lower depths made by people who have never sung those blues,neg
these two are generating about as much chemistry as an iraqi factory poised to receive a un inspector,neg
"w hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands",neg
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus,pos
the fact that the rookie is a nearly impeccable cinematic experience and a wonderful all ages triumph besides is a miracle akin to the story the film portrays,pos
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it,pos
"this is n't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work",pos
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end you almost do n't notice the 129 minute running time",pos
one look at a girl in tight pants and big tits and you turn stupid \? um is n't that the basis for the entire plot \?,neg
"ultimately , jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with",neg
"claude chabrol has here a thriller without thrills , but that 's okay",pos
"this film was made to get laughs from the slowest person in the audience just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions",neg
"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto pilot",neg
a bland murder on campus yawner,neg
"an authentically vague , but ultimately purposeless , study in total pandemonium",neg
"it 's a setup so easy it borders on facile , but keeping the film from cheap shot mediocrity is its crack cast",pos
the film makes a strong case for the importance of the musicians in creating the motown sound,pos
it 's made with deftly unsettling genre flair,pos
there 's not one decent performance from the cast and not one clever line of dialogue,neg
rifkin 's references are impeccable throughout,pos
"what we get in feardotcom is more like something from a bad clive barker movie in other words , it 's badder than bad",neg
"feardotcom has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker",neg
"entertains by providing good , lively company",pos
"there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination",neg
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks,neg
"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker it must be in the genes",pos
more sophisticated and literate than such pictures usually are an amusing little catch,pos
"shame on writer director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull",neg
makes 98 minutes feel like three hours,neg
"so faithful to the doldrums of the not quite urban , not quite suburban milieu as to have viewers recoiling from the reality check",neg
"what madonna does here ca n't properly be called acting more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once",neg
"it 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life",pos
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager",pos
do n't wait to see this terrific film with your kids if you do n't have kids borrow some,pos
"it 's as sorry a mess as its director 's diabolical debut , mad cows",neg
it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post soviet russia,pos
"a particularly joyless , and exceedingly dull , period coming of age tale",neg
"a genuinely funny ensemble comedy that also asks its audience in a heartwarming , nonjudgmental kind of way to consider what we value in our daily lives",pos
"a mostly believable , refreshingly low key and quietly inspirational little sports drama",pos
"who , exactly , is fighting whom here \? ah , yes , that would be me fighting off the urge to doze",neg
"except as an acting exercise or an exceptionally dark joke , you wonder what anyone saw in this film that allowed it to get made",neg
"parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness",pos
"while it has definite weaknesses like a rather unbelievable love interest and a meandering ending this '60s caper film is a riveting , brisk delight",pos
it may not be last tango in paris but,pos
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated",pos
"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing almost",neg
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish",neg
strange and beautiful film,pos
pray does n't have a passion for the material he nonetheless appreciates the art and reveals a music scene that transcends culture and race,pos
"imagine a film that begins as a seven rip off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s",neg
"it is nature against progress in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale",pos
curling may be a unique sport but men with brooms is distinctly ordinary,neg
anemic chronicle of money grubbing new yorkers and their serial loveless hook ups,neg
it 's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese,neg
there are some movies that hit you from the first scene and you know it 's going to be a trip igby goes down is one of those movies,pos
remember the kind of movie we were hoping ecks vs sever or xxx was going to be \? this is it,pos
"dark and disturbing , yet compelling to watch",pos
"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness",pos
"unfortunately , contrived plotting , stereotyped characters and woo 's over the top instincts as a director undermine the moral dilemma at the movie 's heart",neg
"for all of the contemporary post colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear",neg
allen 's underestimated charm delivers more goodies than lumps of coal,pos
tian emphasizes the isolation of these characters by confining color to liyan 's backyard,pos
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be frank mcklusky c i is that movie !",neg
god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie star gorgeousness,pos
ultimately engages less for its story of actorly existential despair than for its boundary hopping formal innovations and glimpse into another kind of chinese 'cultural revolution ',pos
the kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics,neg
kinnear gives a tremendous performance,pos
"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again",pos
"inside the film 's conflict powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat affleck and jackson are good sparring partners",pos
"84 minutes of rolling musical back beat and supercharged cartoon warfare it 's also , clearly , great fun",pos
"cold , pretentious , thoroughly dislikable study in sociopathy",neg
this is a superior horror flick,pos
evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good,pos
a well made and often lovely depiction of the mysteries of friendship,pos
"the ingenious construction \( adapted by david hare from michael cunningham 's novel \) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism",pos
this is an exercise not in biography but in hero worship,neg
a remarkably insightful look at the backstage angst of the stand up comic,pos
"ultimately the , yes , snail like pacing and lack of thematic resonance make the film more silly than scary , like some sort of martha stewart decorating program run amok",neg
it 's like going to a house party and watching the host defend himself against a frothing ex girlfriend you do n't want to call the cops you want to call domino 's,pos
"the best drug addition movies are usually depressing but rewarding quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance",neg
irritating soul searching garbage,neg
"it 's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue tied screen persona",pos
"\( danny huston gives \) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk",pos
two bit potboiler,neg
"what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism",neg
"though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare",pos
"all that \( powerpuff girls \) charm is present in the movie , but it 's spread too thin",neg
"creeps you out in high style , even if nakata did it better",pos
"massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner \( and ultimately the victim \) of history",pos
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book,pos
the original was n't a good movie but this remake makes it look like a masterpiece !,neg
goes on and on to the point of nausea,neg
guilty of the worst sin of attributable to a movie like this it 's not scary in the slightest,neg
"it represents better than average movie making that does n't demand a dumb , distracted audience",pos
"while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie",pos
"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion",pos
"when a movie asks you to feel sorry for mick jagger 's sex life , it already has one strike against it",neg
playfully profound and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows,pos
"in between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived but they fascinate in their recklessness",pos
"the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens",neg
ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same sex culture in ways that elude the more nationally settled,pos
"the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor",pos
"feels slight , as if it were an extended short , albeit one made by the smartest kids in class",neg
"no movement , no yuks , not much of anything",neg
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie,neg
you get the impression that writer and director burr steers knows the territory but his sense of humor has yet to lose the smug self satisfaction usually associated with the better private schools,neg
a n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s,pos
"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster in the making",neg
"jeong hyang lee 's film is deceptively simple , deeply satisfying",pos
"javier bardem is one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever pitched melodrama",neg
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came",pos
one fantastic \( and educational \) documentary,pos
"it 's a film that 's destined to win a wide summer audience through word of mouth reviews and , not far down the line , to find a place among the studio 's animated classics",pos
"haneke 's script \( from elfriede jelinek 's novel \) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending",neg
"a deliciously mordant , bitter black comedy",pos
kim ki deok seems to have in mind an \( emotionally at least \) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,neg
plays like john le carr with a couple of burnt out cylinders,neg
